instance_name,source_name,item_name,item_quality,item_id,url
Hyjal Summit,Trash Drop,Claw of Molten Fury,epic,32946,https://tbc.wowhead.com/item=32946
Hyjal Summit,Trash Drop,Fist of Molten Fury,epic,32945,https://tbc.wowhead.com/item=32945
Black Temple,Trash Drop,Girdle of the Lightbearer,epic,32606,https://tbc.wowhead.com/item=32606
Black Temple / Hyjal Summit,Trash Drop,Hammer of Judgement,epic,34009,https://tbc.wowhead.com/item=34009
Black Temple / Hyjal Summit,Trash Drop,Hellfire-Encased Pendant,epic,32589,https://tbc.wowhead.com/item=32589
Black Temple,Trash Drop,Illidari Runeshield,epic,34011,https://tbc.wowhead.com/item=34011
Black Temple / Hyjal Summit,Trash Drop,Nethervoid Cloak,epic,32590,https://tbc.wowhead.com/item=32590
Black Temple,Trash Drop,Pepe's Shroud of Pacification,epic,34010,https://tbc.wowhead.com/item=34010
Black Temple,Trash Drop,Pillager's Gauntlets,epic,32608,https://tbc.wowhead.com/item=32608
Black Temple,Trash Drop,Ring of Ancient Knowledge,epic,32527,https://tbc.wowhead.com/item=32527
Black Temple,Trash Drop,Shroud of the Final Stand,epic,34012,https://tbc.wowhead.com/item=34012
Black Temple,Trash Drop,Swiftsteel Bludgeon,epic,32943,https://tbc.wowhead.com/item=32943
Black Temple,Trash Drop,Treads of the Den Mother,epic,32593,https://tbc.wowhead.com/item=32593
Black Temple,Recipes,Pattern: Bracers of Nimble Thought,epic,32754,https://tbc.wowhead.com/item=32754
Black Temple,Recipes,Pattern: Bracers of Renewed Life,epic,32744,https://tbc.wowhead.com/item=32744
Black Temple,Recipes,Pattern: Living Earth Bindings,epic,32750,https://tbc.wowhead.com/item=32750
Black Temple,Recipes,Pattern: Shoulders of Lightning Reflexes,epic,32749,https://tbc.wowhead.com/item=32749
Black Temple,Recipes,Pattern: Swiftheal Mantle,epic,32753,https://tbc.wowhead.com/item=32753
Black Temple,Recipes,Pattern: Swiftstrike Shoulders,epic,32747,https://tbc.wowhead.com/item=32747
Black Temple,Recipes,Plans: Dawnsteel Bracers,epic,32738,https://tbc.wowhead.com/item=32738
Black Temple,Recipes,Plans: Swiftsteel Shoulders,epic,32737,https://tbc.wowhead.com/item=32737
Black Temple,High Warlord Naj'entus,Boots of Oceanic Fury,epic,32242,https://tbc.wowhead.com/item=32242
Black Temple,High Warlord Naj'entus,Eternium Shell Bracers,epic,32232,https://tbc.wowhead.com/item=32232
Black Temple,High Warlord Naj'entus,Fists of Mukoa,epic,32234,https://tbc.wowhead.com/item=32234
